bedrooms,bathrooms,square_feet,location,year_built,garage,has_pool,property_type,num_floors,has_basement,price,price_category
6,1,3464,Harlem,1995,0,1,House,1,1,1111720,High
2,4,2153,Brooklyn,1981,0,1,Condo,1,0,815416,Medium
6,2,1354,Bronx,1990,1,0,House,2,0,788273,Medium
3,4,1275,Brooklyn,2003,1,1,House,3,0,834832,Medium
2,1,1431,Queens,1998,0,0,House,3,1,592592,Low
1,2,1719,Harlem,1983,1,1,Apartment,2,1,646081,Low
6,2,627,Harlem,1982,1,0,Apartment,3,1,733155,Low
6,1,3635,Staten Island,1994,1,1,Apartment,3,1,1093898,High
4,1,1853,Queens,2019,0,0,House,2,1,703560,Low
3,2,1015,Brooklyn,1983,0,1,Apartment,1,0,588911,Low
2,3,2672,Bronx,2022,0,0,Apartment,1,0,758368,Low
1,2,2310,Staten Island,1996,1,1,Apartment,1,0,683805,Low
4,3,3320,Queens,1988,1,1,Condo,2,1,1072068,High
3,4,1141,Brooklyn,2004,0,0,Condo,2,0,691452,Low
6,3,764,Bronx,1980,0,0,House,3,0,718495,Low
1,3,2855,Brooklyn,2019,0,0,House,1,0,824216,Medium
2,1,3596,Harlem,1981,1,0,Apartment,3,0,893249,Medium
5,2,1584,Queens,2012,0,0,Condo,3,1,788439,Medium
5,4,3261,Queens,2001,0,0,House,2,1,1094550,High
3,2,972,Staten Island,2021,1,1,House,2,0,580475,Low
1,3,1217,Bronx,1991,1,1,Apartment,3,0,558597,Low
4,3,668,Manhattan,2006,1,0,Condo,1,1,722436,Low
1,3,2143,Brooklyn,1990,0,0,Condo,2,1,735774,Low
6,2,2258,Bronx,2021,1,1,House,1,0,924776,Medium
5,3,700,Manhattan,1993,0,0,Apartment,2,0,740613,Low
3,2,600,Bronx,1993,1,1,House,3,0,565372,Low
2,4,2998,Brooklyn,2019,1,1,Apartment,3,0,989214,High
1,4,2654,Brooklyn,2022,0,1,Condo,3,1,887901,Medium
5,2,917,Staten Island,2001,0,0,House,3,0,668614,Low
4,4,3270,Queens,1988,0,1,Apartment,3,1,1058457,High
3,1,2478,Queens,1994,1,0,Apartment,3,1,808513,Medium
2,3,3156,Queens,2012,1,0,Apartment,1,0,836490,Medium
1,3,785,Staten Island,1998,1,0,House,1,1,445193,Low
4,3,1327,Queens,2010,0,1,House,3,1,755639,Low
2,1,3109,Bronx,1997,0,1,House,2,0,846918,Medium
6,3,942,Queens,1991,1,1,Condo,2,1,820924,Medium
5,2,3282,Queens,2019,1,0,Apartment,2,0,1008112,High
6,3,1312,Harlem,2016,1,1,Apartment,3,0,893119,Medium
5,2,3679,Brooklyn,1980,1,1,Apartment,3,0,1163461,High
4,4,3223,Staten Island,2013,0,1,Apartment,2,1,1038878,High
6,2,735,Staten Island,1986,0,1,Condo,1,1,699579,Low
5,2,2522,Queens,1981,1,1,Apartment,1,1,940409,Medium
3,2,982,Harlem,2001,0,0,Condo,1,1,592175,Low
4,3,785,Manhattan,1983,0,0,House,2,0,756278,Low
5,1,3286,Brooklyn,1999,1,0,House,3,0,1076251,High
1,1,1527,Queens,1982,1,0,Apartment,2,1,531881,Low
5,2,1563,Manhattan,1988,1,0,House,1,0,874960,Medium
6,3,1160,Bronx,1997,0,1,Apartment,1,1,751903,Low
3,1,1789,Harlem,1995,0,0,Condo,1,1,637172,Low
2,4,1497,Harlem,1988,0,1,House,3,0,752628,Low
2,4,3286,Brooklyn,1998,0,1,House,3,1,1089066,High
5,3,2528,Harlem,1985,1,1,Condo,2,1,997094,High
2,4,2437,Staten Island,1994,1,1,Condo,3,0,841165,Medium
5,4,2968,Manhattan,1985,1,0,Condo,3,0,1144923,High
3,4,2312,Queens,1984,1,1,Apartment,1,1,885603,Medium
2,1,2338,Manhattan,2008,1,1,Apartment,2,0,805990,Medium
6,4,1780,Staten Island,2006,1,0,House,1,1,914890,Medium
6,2,1457,Bronx,2020,1,1,House,3,0,861431,Medium
1,2,3645,Manhattan,2005,0,1,Condo,2,0,1042702,High
5,4,884,Queens,2007,1,1,Apartment,3,1,774779,Medium
2,2,3699,Manhattan,2011,0,0,Condo,3,1,1035028,High
6,1,2998,Harlem,2004,0,1,Condo,2,0,993888,High
3,3,2730,Bronx,1986,1,1,Apartment,2,0,905582,Medium
3,2,2247,Manhattan,2009,0,0,House,1,1,903219,Medium
1,4,1265,Bronx,2010,0,0,House,2,0,546348,Low
3,3,1993,Bronx,1991,0,0,House,1,0,717040,Low
3,3,3188,Brooklyn,1988,0,1,House,1,0,1002835,High
2,4,2624,Brooklyn,2013,1,1,House,2,0,928508,Medium
5,2,3127,Queens,1982,0,0,Apartment,1,1,941780,High
4,1,2860,Queens,2016,1,1,Apartment,3,0,933760,Medium
3,2,1529,Queens,2007,0,0,Condo,2,0,601873,Low
3,2,3007,Bronx,2001,0,1,House,3,0,915108,Medium
4,1,813,Bronx,2005,1,1,House,3,1,639529,Low
3,3,903,Brooklyn,1998,1,1,Apartment,1,0,675967,Low
2,1,3826,Harlem,2000,0,0,Condo,3,0,957890,High
2,1,2003,Bronx,2016,1,1,Apartment,1,0,656529,Low
4,4,799,Brooklyn,1989,1,1,Apartment,3,1,771865,Medium
6,4,2885,Manhattan,1995,1,1,House,1,1,1233265,High
3,2,1270,Queens,2003,1,1,Apartment,3,1,660369,Low
6,4,2328,Queens,2004,1,1,Apartment,1,1,1054624,High
3,1,3838,Staten Island,2005,0,1,House,1,1,997074,High
5,1,1849,Harlem,1980,1,0,House,2,1,842911,Medium
3,4,1478,Brooklyn,1983,0,1,House,1,1,814672,Medium
2,4,850,Staten Island,2016,0,0,House,1,0,497315,Low
1,4,3951,Queens,2022,0,0,Apartment,2,1,972406,High
1,1,3123,Staten Island,1993,1,1,Apartment,2,1,772092,Medium
1,3,1097,Manhattan,2003,0,0,House,1,0,598243,Low
1,3,2587,Staten Island,2006,1,0,Apartment,1,0,678122,Low
6,4,1577,Manhattan,2022,1,1,Apartment,3,1,1018737,High
6,2,3644,Queens,2006,1,0,Condo,3,1,1144683,High
3,2,3348,Bronx,2003,0,1,Condo,2,0,921966,Medium
6,3,1383,Brooklyn,2019,1,1,Condo,1,1,906600,Medium
3,4,3076,Staten Island,1980,0,0,Apartment,3,0,853144,Medium
5,1,1138,Harlem,2018,1,0,House,3,1,757324,Low
3,2,1500,Manhattan,1992,0,0,Apartment,1,1,760934,Low
1,2,2066,Harlem,1999,0,1,Condo,2,0,678269,Low
4,1,3615,Queens,2017,1,0,Apartment,2,1,983123,High
4,1,809,Harlem,2015,1,1,Condo,3,1,660812,Low
2,4,2333,Harlem,1991,1,1,House,2,0,872064,Medium
2,1,1090,Queens,1984,0,1,House,3,1,547979,Low
3,1,3118,Bronx,1984,1,1,House,3,0,899455,Medium
4,1,2309,Harlem,1996,0,0,House,2,1,833079,Medium
1,3,2353,Harlem,2017,0,0,Condo,1,1,732480,Low
6,1,3215,Harlem,1989,0,1,Condo,3,0,1091735,High
1,2,2518,Queens,1995,1,1,Condo,3,0,782083,Medium
1,4,2634,Harlem,2003,1,1,Apartment,1,0,817877,Medium
3,4,3311,Queens,2008,1,0,Condo,3,0,1002460,High
3,4,2529,Bronx,1993,1,0,House,1,0,856025,Medium
5,3,2086,Queens,1989,0,0,Condo,1,1,852040,Medium
1,2,3197,Harlem,2008,0,0,Condo,1,0,786007,Medium
1,1,2603,Manhattan,2007,1,0,Apartment,2,1,797368,Medium
3,2,2100,Harlem,1996,1,1,Apartment,3,0,785739,Medium
3,4,797,Staten Island,1984,0,0,Apartment,3,1,537052,Low
5,1,2567,Staten Island,1981,1,0,Apartment,3,0,846864,Medium
5,4,1120,Manhattan,2015,0,0,Condo,1,1,830615,Medium
2,4,2122,Staten Island,2019,0,0,Condo,2,0,685390,Low
4,4,2134,Harlem,2018,1,0,House,3,0,925680,Medium
1,2,2313,Queens,1988,0,0,House,3,1,682076,Low
1,2,1948,Harlem,2015,0,1,Apartment,3,0,636639,Low
5,4,1287,Staten Island,1984,0,1,Condo,2,1,798237,Medium
5,4,1066,Staten Island,1994,1,0,House,1,1,739593,Low
2,1,1195,Queens,1988,0,1,Condo,2,1,566355,Low
4,4,738,Staten Island,2004,1,1,Condo,2,1,675636,Low
2,4,1614,Queens,2007,0,0,Condo,1,0,645281,Low
4,4,841,Bronx,2006,1,0,Condo,2,1,665837,Low
6,4,2963,Harlem,2012,0,0,Apartment,1,0,1043177,High
1,2,3314,Bronx,2012,0,1,House,2,0,834827,Medium
2,4,1332,Staten Island,2017,0,0,Condo,2,0,553399,Low
5,3,734,Bronx,1987,0,1,Condo,2,0,685431,Low
2,4,3859,Staten Island,1983,1,0,Condo,3,0,1005782,High
6,2,3226,Bronx,2022,0,1,House,1,1,1075631,High
2,3,3740,Staten Island,2015,0,0,Apartment,1,0,854510,Medium
1,3,3086,Brooklyn,2022,1,1,Apartment,3,0,923325,Medium
6,4,2724,Harlem,2010,0,0,Condo,2,1,1075583,High
5,4,3047,Manhattan,1989,0,0,Condo,3,0,1152006,High
5,2,3021,Harlem,2020,1,0,Apartment,3,0,998696,High
3,3,3683,Bronx,2021,0,0,House,2,1,1016745,High
6,3,2110,Queens,1987,1,0,Condo,2,0,989776,High
3,2,2418,Manhattan,2009,0,0,House,1,1,869675,Medium
3,4,1357,Staten Island,1993,1,1,Apartment,3,1,699529,Low
1,1,3396,Manhattan,2014,0,1,Condo,2,1,971519,High
2,1,3411,Queens,1982,1,1,Condo,1,1,927668,Medium
5,3,1016,Queens,2008,1,0,House,2,0,731031,Low
5,3,806,Harlem,1995,1,1,House,1,0,766266,Low
2,4,2988,Staten Island,1989,0,0,House,1,1,879745,Medium
5,1,2243,Harlem,1983,0,1,Condo,1,1,885351,Medium
2,3,3368,Bronx,1983,1,0,Apartment,2,1,944385,High
6,4,910,Bronx,1981,0,1,Apartment,2,1,756600,Low
1,1,1931,Brooklyn,1990,1,1,Apartment,1,1,673313,Low
1,2,3964,Harlem,1994,1,1,House,3,1,1042843,High
1,3,3272,Queens,1990,0,0,House,3,0,847368,Medium
2,2,1999,Brooklyn,2002,1,0,Apartment,3,1,758843,Low
2,1,2150,Queens,2017,0,0,Condo,1,0,620470,Low
4,4,682,Brooklyn,2009,1,1,Apartment,3,0,734998,Low
5,4,2200,Harlem,1980,0,0,House,2,0,951562,High
5,1,2075,Bronx,2012,1,0,House,3,0,818544,Medium
4,2,1626,Queens,2016,1,0,House,1,1,736277,Low
4,4,2079,Harlem,2002,0,1,House,1,1,898909,Medium
1,3,3520,Harlem,1997,0,0,Apartment,3,1,891242,Medium
4,2,2883,Bronx,1989,0,0,Apartment,1,0,843770,Medium
2,2,3036,Manhattan,1996,1,1,Condo,2,0,965281,High
3,3,3040,Bronx,1986,1,1,House,1,1,949266,High
2,1,2264,Queens,1994,0,1,Apartment,2,1,725824,Low
4,4,2382,Manhattan,2006,0,1,House,3,0,1039362,High
5,2,3394,Brooklyn,1988,0,0,House,2,0,1099081,High
2,4,2677,Staten Island,2000,0,0,House,2,0,816078,Medium
5,4,2206,Queens,2016,0,0,Condo,2,0,887256,Medium
2,2,1581,Staten Island,2008,0,1,House,3,0,619627,Low
5,1,3819,Staten Island,2021,0,1,House,2,1,1074095,High
6,2,1204,Manhattan,2012,0,0,Apartment,2,1,849135,Medium
2,1,2930,Brooklyn,1985,0,0,House,2,0,842121,Medium
5,3,837,Bronx,2004,0,0,Condo,1,1,619685,Low
3,1,1330,Manhattan,2014,1,1,Condo,2,0,736900,Low
1,1,1942,Brooklyn,1996,0,1,House,2,1,696877,Low
2,2,2594,Bronx,2006,1,0,Condo,3,0,759380,Low
3,4,1960,Bronx,2022,1,1,Condo,1,0,834169,Medium
1,4,2678,Brooklyn,2019,1,0,Condo,2,1,884019,Medium
2,1,1577,Bronx,2004,1,1,Condo,3,0,631968,Low
3,1,1514,Queens,1991,1,1,Apartment,1,0,635105,Low
3,2,2237,Queens,2022,1,0,House,2,0,796083,Medium
6,1,2228,Manhattan,2016,1,1,Apartment,2,1,1018484,High
3,2,2854,Bronx,2019,0,0,Apartment,2,1,843805,Medium
6,3,2581,Bronx,2017,0,1,Apartment,1,1,970837,High
4,1,3550,Brooklyn,2020,1,1,Condo,1,1,1092843,High
5,3,3900,Queens,2004,1,1,Condo,3,1,1240378,High
1,1,1182,Staten Island,1981,1,0,Condo,2,0,426801,Low
5,1,1059,Manhattan,1980,1,1,House,2,0,826450,Medium
5,3,735,Harlem,1982,1,0,House,1,1,725913,Low
6,3,2576,Queens,2008,0,1,House,2,0,1015408,High
5,2,1577,Brooklyn,1993,1,0,Condo,2,0,822231,Medium
3,2,883,Manhattan,2013,1,0,Condo,1,1,683146,Low
6,3,3497,Staten Island,2001,0,0,Condo,3,1,1107177,High
5,1,2998,Harlem,2015,1,0,Apartment,2,1,954121,High
6,2,616,Manhattan,1994,1,0,Apartment,3,1,781684,Medium
4,1,1838,Queens,2016,1,0,Condo,3,0,775330,Medium
6,4,2022,Staten Island,1989,0,0,Apartment,1,1,878265,Medium
2,2,3061,Harlem,1988,1,1,Condo,1,1,904180,Medium
3,2,1867,Brooklyn,2014,0,0,Condo,1,1,778988,Medium
1,2,3766,Manhattan,2021,0,0,Apartment,1,1,985644,High
2,4,2653,Queens,1996,0,0,Condo,1,1,820118,Medium
2,3,1379,Brooklyn,1997,1,1,House,3,0,747525,Low
2,1,2734,Staten Island,2004,1,0,House,3,0,758035,Low
5,4,2836,Manhattan,2014,1,0,Apartment,3,1,1144635,High
6,3,2239,Bronx,1995,1,1,Condo,1,0,950087,High
6,2,1019,Queens,2004,0,0,Condo,1,1,738764,Low
5,3,2426,Queens,1995,0,0,Condo,2,1,898375,Medium
3,3,3738,Bronx,2020,1,1,Apartment,2,0,1059492,High
5,3,2895,Brooklyn,2003,1,0,Condo,3,1,1100134,High
5,1,1459,Queens,1991,1,0,House,3,1,791270,Medium
5,3,806,Brooklyn,2014,0,0,House,1,1,727436,Low
3,3,3876,Staten Island,1988,1,0,House,2,1,1057050,High
3,3,3990,Bronx,2016,0,1,Apartment,3,0,1046682,High
4,3,3754,Brooklyn,2011,1,0,House,1,1,1176568,High
4,4,3071,Staten Island,1998,1,1,House,2,1,1033101,High
4,4,3753,Manhattan,2001,0,0,Apartment,2,1,1186015,High
4,3,3196,Queens,2013,0,1,Condo,2,0,1033186,High
6,3,3134,Bronx,1998,0,0,Condo,3,1,1082402,High
2,3,2780,Manhattan,1991,0,1,Condo,3,1,975689,High
2,2,2640,Manhattan,1997,0,1,House,2,1,900354,Medium
4,3,714,Manhattan,1984,1,0,Condo,1,1,715962,Low
4,3,3024,Brooklyn,2005,1,0,House,3,1,1091529,High
1,4,3624,Queens,2006,0,1,Condo,1,1,1003486,High
2,4,810,Bronx,1999,1,0,House,1,1,563315,Low
1,4,731,Harlem,1987,0,0,Apartment,2,1,450180,Low
1,1,1997,Harlem,1995,0,0,House,2,0,603342,Low
5,2,753,Queens,1981,1,0,Apartment,1,0,629599,Low
6,3,1519,Queens,1980,1,1,Apartment,1,0,853715,Medium
3,4,2046,Queens,1984,0,0,Apartment,2,0,779834,Medium
2,1,1551,Staten Island,2010,0,0,Condo,3,0,567710,Low
4,3,3453,Staten Island,2002,1,1,Condo,3,1,1056265,High
4,3,1989,Staten Island,2000,1,0,Condo,3,0,818181,Medium
3,4,2317,Staten Island,1991,1,1,Apartment,2,0,843387,Medium
2,3,746,Queens,1983,0,0,Apartment,2,0,466846,Low
4,3,2417,Queens,2016,0,0,House,2,1,926048,Medium
4,3,3798,Harlem,1990,0,1,House,2,0,1155107,High
5,4,3979,Bronx,2021,0,1,Apartment,2,1,1186221,High
1,1,1314,Harlem,2019,0,1,Apartment,1,0,529012,Low
4,3,3789,Harlem,1988,0,1,Condo,1,1,1134129,High
6,1,2196,Bronx,2005,1,0,Condo,2,0,887336,Medium
2,3,2878,Bronx,2018,1,0,House,2,1,848485,Medium
6,4,3098,Harlem,2006,1,0,Apartment,2,1,1152721,High
3,1,2123,Harlem,2008,1,0,Condo,1,1,761745,Low
5,4,3816,Harlem,2022,0,1,Condo,1,1,1212380,High
2,2,1506,Bronx,2004,1,0,House,3,1,660665,Low
5,3,2246,Bronx,1997,0,0,Condo,1,1,896381,Medium
1,2,2324,Staten Island,2009,0,0,House,3,0,631008,Low
4,2,2630,Queens,1987,1,0,Condo,3,0,881010,Medium
2,2,3720,Bronx,1981,1,1,Apartment,2,0,925125,Medium
3,3,2754,Brooklyn,2001,0,1,Condo,2,0,1000021,High
1,4,2740,Bronx,2000,1,1,House,3,0,868865,Medium
1,2,2259,Bronx,2018,0,1,Apartment,2,0,687515,Low
5,1,1428,Queens,2005,1,0,Condo,3,1,776725,Medium
1,3,2787,Harlem,2008,1,1,House,2,1,877594,Medium
2,4,1937,Staten Island,1984,0,0,Condo,1,0,666814,Low
5,4,610,Manhattan,1993,1,1,House,2,1,877104,Medium
1,2,3095,Harlem,2014,0,0,House,3,0,857232,Medium
3,3,3574,Harlem,1985,0,0,House,3,0,1006153,High
6,2,3042,Queens,2002,1,0,Condo,1,1,1061952,High
2,1,2128,Staten Island,1996,0,1,Condo,3,0,680966,Low
3,4,977,Brooklyn,2003,1,0,House,1,0,710934,Low
3,4,960,Manhattan,2019,1,0,House,1,1,791510,Medium
5,3,3330,Staten Island,2008,1,0,House,1,1,1065953,High
4,4,3664,Harlem,2009,1,0,House,1,1,1098437,High
5,3,2171,Staten Island,2003,0,1,House,3,0,921074,Medium
2,2,1241,Queens,2014,0,1,House,1,0,578562,Low
2,1,1172,Staten Island,2016,1,0,House,3,0,522340,Low
5,3,2555,Bronx,1981,1,1,House,1,0,969217,High
4,2,3644,Staten Island,2000,0,1,Condo,2,0,1026916,High
5,1,2184,Manhattan,2019,0,0,Apartment,3,0,917340,Medium
2,4,1522,Staten Island,2020,1,0,Apartment,1,1,624363,Low
4,1,3043,Brooklyn,1984,1,1,Condo,2,0,1013887,High
2,1,2833,Bronx,2014,1,1,House,1,1,805217,Medium
4,1,3892,Manhattan,2014,1,1,Condo,1,0,1179118,High
4,4,2141,Manhattan,1998,0,1,House,2,0,1003030,High
5,3,3971,Harlem,1995,1,1,Apartment,2,1,1224591,High
5,3,3846,Queens,2004,1,1,Condo,1,1,1196702,High
5,1,2414,Queens,1995,1,0,Apartment,2,0,825873,Medium
4,2,3018,Bronx,2010,0,1,Condo,1,1,934463,Medium
4,2,2489,Manhattan,2012,1,0,Condo,3,1,1020649,High
2,1,2499,Harlem,1996,0,0,Apartment,1,0,707582,Low
3,1,1827,Brooklyn,2000,1,1,Apartment,3,1,776043,Medium
5,2,3255,Staten Island,2014,1,1,Apartment,2,0,1010925,High
6,1,2929,Staten Island,2002,0,0,House,2,0,958895,High
2,1,2039,Staten Island,1995,1,1,Apartment,1,1,651523,Low
2,3,1656,Queens,2017,1,1,Apartment,2,0,655487,Low
1,3,2729,Manhattan,1993,0,0,Apartment,1,0,850349,Medium
5,1,2106,Manhattan,2019,0,1,Condo,1,0,909984,Medium
2,1,2795,Brooklyn,2020,0,0,House,1,0,798816,Medium
1,4,2230,Queens,2012,0,0,Condo,3,1,747982,Low
6,3,1564,Brooklyn,2000,1,1,House,3,0,953290,High
6,1,1591,Manhattan,1996,1,0,Apartment,3,0,873288,Medium
5,4,3595,Staten Island,1983,0,0,Condo,2,0,1068864,High
4,4,1094,Queens,1995,1,0,Condo,3,0,756755,Low
1,4,1793,Queens,2009,1,1,House,3,0,725972,Low
4,4,3370,Queens,2013,1,1,House,2,1,1062065,High
6,3,1302,Harlem,2001,1,1,Apartment,2,0,829426,Medium
6,4,1630,Harlem,2021,1,1,Apartment,3,0,929723,Medium
3,3,2003,Staten Island,2008,1,0,Apartment,3,0,730578,Low
3,4,1425,Harlem,1984,1,0,Condo,3,0,767457,Medium
3,4,3081,Queens,1980,0,1,Apartment,3,0,947804,High
3,2,1657,Harlem,2019,1,0,Apartment,3,0,719802,Low
2,3,1162,Harlem,2004,0,0,Apartment,2,0,553451,Low
3,2,2785,Bronx,1985,1,1,Condo,2,0,857241,Medium
2,2,966,Queens,2002,1,1,House,2,0,583728,Low
2,4,2753,Harlem,2012,0,1,Condo,1,0,892805,Medium
5,3,1393,Staten Island,1993,0,0,Apartment,2,1,708606,Low
2,1,3703,Harlem,2021,0,1,House,2,0,950668,High
2,4,1235,Harlem,2015,0,1,Condo,3,0,675302,Low
3,3,2305,Queens,1997,0,0,Apartment,1,1,729744,Low
2,2,1586,Harlem,2019,0,1,Condo,1,1,667331,Low
4,3,1557,Bronx,1989,1,1,Condo,2,0,770393,Medium
3,4,3839,Bronx,2018,1,0,Apartment,3,1,1065266,High
1,3,1454,Harlem,1991,0,1,Apartment,1,1,633641,Low
3,2,2725,Queens,2017,1,1,House,2,0,889126,Medium
2,3,2169,Manhattan,2002,0,0,House,3,1,885691,Medium
4,3,2856,Manhattan,1986,0,1,House,1,0,1067404,High
3,2,2034,Brooklyn,2004,0,1,Apartment,2,1,830452,Medium
4,4,607,Bronx,1992,0,0,Condo,3,1,632126,Low
1,1,1336,Manhattan,2017,1,0,House,2,1,671350,Low
6,2,2874,Brooklyn,1998,0,1,Apartment,2,0,1046364,High
1,2,2822,Manhattan,2001,1,0,House,1,1,876952,Medium
6,4,680,Queens,2020,1,0,Apartment,2,1,780943,Medium
5,4,3728,Harlem,1990,1,1,Condo,3,0,1224232,High
6,3,1758,Bronx,2021,1,0,Apartment,2,0,817677,Medium
5,2,837,Manhattan,1982,0,1,House,3,0,789560,Medium
3,3,2095,Queens,1998,0,1,Apartment,3,1,795951,Medium
5,3,3888,Brooklyn,2006,0,0,Condo,3,0,1199605,High
4,4,1649,Queens,1986,1,0,House,2,1,866790,Medium
5,4,786,Brooklyn,2016,0,0,House,2,1,750804,Low
4,3,2505,Manhattan,2006,0,1,Condo,3,1,1048064,High
6,2,1229,Harlem,2013,0,0,Apartment,2,1,762298,Low
6,2,2332,Staten Island,1990,0,1,Condo,3,0,930702,Medium
6,3,3787,Harlem,2017,0,0,Condo,1,1,1143705,High
5,1,3661,Queens,1984,1,1,Condo,1,0,1093251,High
6,1,1414,Staten Island,1986,1,1,Apartment,2,1,785320,Medium
5,4,1213,Bronx,2015,0,0,House,3,0,751495,Low
5,2,3539,Staten Island,1984,1,1,Condo,3,0,1053972,High
2,3,1786,Harlem,1984,1,1,Apartment,3,0,708490,Low
2,3,2825,Bronx,2006,1,1,House,2,1,900391,Medium
5,2,1584,Manhattan,2008,1,0,Apartment,1,1,845574,Medium
4,4,2927,Manhattan,2006,0,0,Condo,2,1,1098127,High
3,4,1397,Queens,2011,1,0,Condo,1,0,718719,Low
1,1,3883,Staten Island,2004,1,0,Apartment,3,1,843145,Medium
2,2,1677,Bronx,2021,1,0,Apartment,1,1,613124,Low
5,2,666,Bronx,2013,1,0,Condo,1,1,610743,Low
1,3,1143,Staten Island,1994,0,0,Apartment,2,1,482915,Low
2,2,2386,Harlem,2020,1,1,Condo,3,1,874193,Medium
3,1,1119,Manhattan,2013,0,1,Apartment,2,1,681375,Low
4,2,3146,Harlem,2014,0,0,House,3,1,1018599,High
5,3,1545,Manhattan,1999,1,1,Apartment,3,1,921936,Medium
3,1,2054,Bronx,2003,0,0,House,3,1,726558,Low
2,3,3374,Queens,2013,0,1,Apartment,2,0,940116,Medium
5,2,3717,Manhattan,2013,0,0,Apartment,2,1,1146879,High
1,4,1658,Brooklyn,2006,0,1,House,3,0,743049,Low
6,2,2836,Bronx,2000,0,1,Condo,1,1,991819,High
4,2,1712,Staten Island,2012,1,1,House,3,0,776502,Medium
2,3,1546,Staten Island,2018,0,0,Apartment,1,1,591602,Low
4,4,735,Harlem,2019,1,0,Condo,2,1,681168,Low
5,2,3193,Harlem,2015,1,1,Condo,2,1,1068711,High
6,1,1392,Bronx,2004,1,1,Apartment,1,0,786118,Medium
3,1,1736,Harlem,1986,1,1,House,2,1,789456,Medium
4,3,3843,Harlem,1989,1,0,Condo,2,1,1120797,High
1,3,1962,Bronx,1989,1,0,House,1,1,669200,Low
2,4,1154,Manhattan,2017,1,0,Condo,2,0,709006,Low
1,3,3541,Bronx,2003,1,0,Apartment,1,1,877554,Medium
4,4,1545,Bronx,1989,1,1,Condo,1,1,812024,Medium
6,2,3172,Harlem,2005,0,0,Apartment,3,0,1059452,High
3,1,2821,Brooklyn,2009,0,1,Apartment,2,1,896094,Medium
3,1,3284,Staten Island,2006,1,1,Apartment,3,1,918783,Medium
1,1,2854,Harlem,1998,1,0,Condo,1,0,729662,Low
5,3,1966,Manhattan,1980,0,0,House,2,0,968333,High
5,3,1548,Queens,2012,1,0,House,2,0,834350,Medium
6,2,703,Manhattan,1990,1,0,Condo,1,1,778698,Medium
3,3,3711,Staten Island,2013,0,0,House,3,0,1017930,High
1,4,1646,Queens,2017,1,1,House,1,1,694671,Low
1,1,3923,Bronx,1995,0,1,House,2,1,921577,Medium
1,2,2460,Brooklyn,1980,1,0,Apartment,1,0,749808,Low
4,4,2937,Brooklyn,2020,1,1,Condo,3,1,1108601,High
6,4,3873,Staten Island,2007,1,1,Condo,1,0,1233714,High
5,3,3826,Harlem,1994,1,0,Apartment,1,1,1136541,High
5,3,3214,Staten Island,1995,1,1,Condo,2,1,1067742,High
4,1,3777,Brooklyn,2011,0,1,Apartment,1,0,1043577,High
2,2,3931,Queens,2018,1,1,House,2,1,1015961,High
4,4,1563,Queens,1980,1,0,Apartment,3,0,782927,Medium
6,3,3871,Harlem,1988,0,0,Apartment,1,1,1166764,High
1,3,1437,Manhattan,2008,1,1,House,2,0,718630,Low
4,2,3888,Bronx,2004,1,0,Condo,2,0,1043224,High
1,2,3058,Harlem,1990,1,1,House,1,1,864304,Medium
6,3,2182,Queens,2021,0,1,Apartment,1,0,914112,Medium
6,3,1481,Bronx,1990,0,0,Condo,2,1,776376,Medium
3,1,3788,Staten Island,1985,1,0,Apartment,2,0,960924,High
1,2,3533,Queens,2013,1,0,Condo,3,1,874348,Medium
5,4,1023,Queens,1993,0,1,House,3,0,821126,Medium
4,3,3883,Queens,1987,1,0,Condo,3,1,1143279,High
6,3,2802,Manhattan,2004,0,1,House,1,0,1152074,High
1,3,3934,Harlem,1983,1,0,Condo,1,1,961140,High
2,3,2798,Staten Island,2010,0,0,Apartment,3,1,788503,Medium
3,1,811,Brooklyn,2000,0,0,Condo,1,0,541683,Low
2,2,1815,Manhattan,2011,1,0,Condo,1,0,746325,Low
6,3,1480,Manhattan,1993,0,1,House,1,0,948754,High
2,2,1354,Queens,2007,1,0,House,1,0,595837,Low
2,4,1721,Manhattan,2004,0,1,Condo,3,1,873926,Medium
3,4,3188,Harlem,2007,1,1,Apartment,1,1,999888,High
3,4,1300,Harlem,1994,0,0,Condo,3,1,712114,Low
3,4,2819,Harlem,2001,1,1,Condo,3,0,960936,High
3,2,970,Brooklyn,1985,0,1,Apartment,1,1,619544,Low
2,4,2332,Manhattan,1981,0,1,House,1,0,908823,Medium
5,4,3826,Harlem,1985,1,0,Condo,3,1,1266854,High
5,3,1763,Manhattan,2002,1,0,Condo,1,0,898860,Medium
3,3,1512,Queens,2005,0,0,Condo,3,0,662511,Low
4,3,2428,Staten Island,1990,0,0,House,2,0,819336,Medium
1,1,1401,Harlem,1980,1,1,Apartment,2,0,562575,Low
6,3,2903,Brooklyn,2007,0,1,Apartment,3,1,1115107,High
4,4,1589,Queens,2001,1,0,Apartment,2,0,755902,Low
6,2,1275,Manhattan,2020,1,1,Condo,3,1,921815,Medium
4,4,3511,Harlem,1992,1,1,House,3,1,1194490,High
4,2,1015,Brooklyn,2020,1,1,Apartment,1,1,689818,Low
5,4,2976,Bronx,2015,1,0,Condo,2,1,1061418,High
1,1,3565,Harlem,2001,1,1,Condo,2,0,906733,Medium
4,3,3937,Harlem,1983,0,0,Condo,1,1,1082444,High
